Date,PROD_SET,Customer_ID,Account_Number,Balance_Amount,Currency,Rate_of_Interest,Maturity_Date,Bank_Branch_Code,Form_Fill_Status
2024-11-14,DEPOSIT,991104,1531277650,7019.47,JPY,0.047,2026-07-27,BRN005,Complete
2024-11-14,DEPOSIT,499520,3756556987,4076.7,USD,0.0178,2027-07-16,BRN008,Complete
2024-11-14,DEPOSIT,311878,498958731682,51285.15,USD,0.028,2025-02-21,BRN007,Complete
2024-11-14,DEPOSIT,608300,506511330018,56038.64,EUR,0.0271,2029-02-25,BRN003,Complete
2024-11-14,DEPOSIT,331240,1361380225,6326.59,EUR,0.0192,2026-05-14,BRN002,Complete
2024-11-14,DEPOSIT,836166,588371576687,23917.74,CAD,0.0312,2025-07-09,BRN007,Complete
2024-11-14,DEPOSIT,865287,616126753657,54080.33,JPY,0.0174,2028-03-23,BRN008,Complete
2024-11-14,DEPOSIT,950757,332235063016,61656.72,EUR,0.0212,2028-01-08,BRN006,Complete
2024-11-14,DEPOSIT,608555,795456644819,57211.26,USD,0.0363,2025-02-04,BRN004,Complete
2024-11-14,DEPOSIT,216865,6402597733,5760.46,USD,0.0499,2029-02-15,BRN003,Complete
2024-11-14,DEPOSIT,796974,659113126401,7023.77,USD,0.0284,2027-07-09,BRN003,Complete
2024-11-14,DEPOSIT,903664,1669002507,16978.84,USD,0.028,2027-08-06,BRN009,Complete
2024-11-14,DEPOSIT,607230,716807382209,233.64,EUR,0.0249,2025-05-09,BRN001,Complete
2024-11-14,DEPOSIT,458010,4490047594,30665.6,JPY,0.0281,2026-12-18,BRN001,Complete
2024-11-14,DEPOSIT,330351,4145203781,2368.44,CAD,0.0381,2028-11-05,BRN004,Complete
2024-11-14,DEPOSIT,672713,1148506542,3978.5,EUR,0.0128,2027-11-27,BRN003,Complete
2024-11-14,DEPOSIT,668144,7191014959,11738.68,GBP,0.0402,2028-03-26,BRN002,Complete
2024-11-14,DEPOSIT,725540,288881126037,18248.0,GBP,0.0467,2025-02-20,BRN005,Complete
2024-11-14,DEPOSIT,988768,2859654657,20561.03,EUR,0.0408,2027-06-10,BRN003,Complete
2024-11-14,DEPOSIT,109044,2996561670,3630.13,GBP,0.0215,2026-12-03,BRN002,Complete
2024-11-14,DEPOSIT,522057,558660964794,3764.11,USD,0.0359,2029-06-03,BRN010,Complete
2024-11-14,DEPOSIT,701368,8993873049,4067.51,EUR,0.0127,2028-09-29,BRN009,Complete
2024-11-14,DEPOSIT,976549,1277344181,19890.21,CAD,0.0162,2025-12-22,BRN010,Complete
2024-11-14,DEPOSIT,989095,720291934623,1530.67,USD,0.0413,2025-08-17,BRN002,Complete
2024-11-14,DEPOSIT,621122,831138425007,7047.96,EUR,0.0185,2029-05-24,BRN004,Complete
2024-11-14,DEPOSIT,153300,8980811946,66703.26,USD,0.029,2029-04-29,BRN002,Complete
2024-11-14,DEPOSIT,511912,7946674232,2434.83,USD,0.0181,2025-05-30,BRN003,Complete
2024-11-14,DEPOSIT,312128,197244043200,39924.76,JPY,0.0141,2025-02-04,BRN010,Complete
2024-11-14,DEPOSIT,430533,1282161856,58712.43,JPY,0.0215,2027-05-29,BRN007,Complete
2024-11-14,DEPOSIT,156342,6973559455,5129.88,USD,0.0473,2029-05-30,BRN010,Complete
2024-11-14,DEPOSIT,770881,7087930155,11052.81,GBP,0.0257,2025-03-14,BRN004,Error
2024-11-14,DEPOSIT,340982,4043840402,4127.19,USD,0.0266,2028-07-16,BRN003,Complete
2024-11-14,DEPOSIT,606797,2267320913,13048.78,EUR,0.0492,2026-12-23,BRN006,Error
2024-11-14,DEPOSIT,766630,329438413012,23710.77,USD,0.0405,2029-03-09,BRN003,Complete
2024-11-14,DEPOSIT,662026,709740640393,7803.07,USD,0.0314,2029-04-08,BRN001,Complete
2024-11-14,DEPOSIT,196385,5289375533,6283.42,USD,0.0238,2028-12-10,BRN005,Complete
2024-11-14,DEPOSIT,308638,6118443987,44945.29,USD,0.0368,2029-11-09,BRN006,Complete
2024-11-14,DEPOSIT,885746,175017533762,14991.83,EUR,0.017,2026-09-07,BRN010,Complete
2024-11-14,DEPOSIT,135127,599769335991,130974.86,EUR,0.0236,2027-05-19,BRN010,Complete
2024-11-14,DEPOSIT,872127,547868858374,2513.09,USD,0.0279,2028-03-02,BRN010,Complete
2024-11-14,DEPOSIT,767212,554581537281,9935.6,USD,0.0416,2025-09-21,BRN008,Complete
2024-11-14,DEPOSIT,119269,9309370806,746.27,CAD,0.0211,2026-05-26,BRN004,Complete
2024-11-14,DEPOSIT,323143,3599253669,18028.91,CAD,0.0264,2025-05-30,BRN003,Complete
2024-11-14,DEPOSIT,153281,2115649239,69262.1,USD,0.0403,2028-12-18,BRN004,Complete
2024-11-14,DEPOSIT,247054,183373822063,15391.18,EUR,0.031,2028-12-22,BRN009,Complete
2024-11-14,DEPOSIT,682999,337006111224,1246.17,CAD,0.024,2028-05-30,BRN003,Complete
2024-11-14,DEPOSIT,850176,772927350886,36993.52,JPY,0.035,2027-08-14,BRN005,Complete
2024-11-14,DEPOSIT,909272,599390291334,31941.36,CAD,0.0467,2025-07-03,BRN009,Complete
2024-11-14,DEPOSIT,285547,7870388968,2582.91,USD,0.0494,2028-03-09,BRN004,Complete
2024-11-14,DEPOSIT,705405,4707931727,23638.0,USD,0.0164,2029-07-22,BRN002,Complete
2024-11-14,DEPOSIT,767679,524989083921,30188.85,EUR,0.0413,2029-11-09,BRN009,Complete
2024-11-14,DEPOSIT,506140,514120541049,85416.81,USD,0.0487,2029-10-26,BRN009,Complete
2024-11-14,DEPOSIT,792946,3551513531,21220.75,CAD,0.0499,2024-12-17,BRN002,Complete
2024-11-14,DEPOSIT,709708,318285431085,13512.7,USD,0.0387,2026-02-07,BRN007,Complete
2024-11-14,DEPOSIT,727687,8700738062,2475.81,USD,0.0274,2027-04-01,BRN008,Complete
2024-11-14,DEPOSIT,484506,1466006268,19347.94,EUR,0.0219,2025-08-17,BRN005,Complete
2024-11-14,DEPOSIT,482134,615002127542,3971.77,USD,0.0196,2028-11-06,BRN002,Complete
2024-11-14,DEPOSIT,286463,541753785504,3650.8,USD,0.0212,2027-05-28,BRN008,Complete
2024-11-14,DEPOSIT,894834,743692391112,6802.04,EUR,0.0103,2029-06-07,BRN008,Complete
2024-11-14,DEPOSIT,196195,1009325576,18180.39,EUR,0.0343,2028-10-16,BRN010,Complete
2024-11-14,DEPOSIT,718433,7108515571,1903.7,USD,0.026,2027-02-28,BRN010,Complete
2024-11-14,DEPOSIT,378492,776400596192,4988.53,GBP,0.0389,2029-07-19,BRN003,Complete
2024-11-14,DEPOSIT,764334,5686094084,24750.74,GBP,0.0221,2025-03-03,BRN007,Complete
2024-11-14,DEPOSIT,492220,5448832404,34475.02,USD,0.0256,2025-10-08,BRN008,Complete
2024-11-14,DEPOSIT,959338,428050626831,43306.42,CAD,0.0447,2029-05-02,BRN007,Complete
2024-11-14,DEPOSIT,699404,3004207563,1976.34,GBP,0.0278,2026-12-31,BRN007,Error
2024-11-14,DEPOSIT,421511,3393176478,20441.77,JPY,0.0426,2028-09-26,BRN007,Complete
2024-11-14,DEPOSIT,660840,913648486730,8651.51,CAD,0.0279,2025-01-25,BRN005,Complete
2024-11-14,DEPOSIT,456654,813433267137,16387.83,USD,0.0293,2027-05-03,BRN001,Complete
2024-11-14,DEPOSIT,877785,107971595698,11543.6,USD,0.047,2025-03-31,BRN005,Error
2024-11-14,DEPOSIT,748028,937952547446,7217.31,USD,0.0364,2028-12-05,BRN005,Complete
2024-11-15,DEPOSIT,518046,1537726283,21372.27,USD,0.029,2028-02-26,BRN001,Complete
2024-11-15,DEPOSIT,641924,901564601151,29027.25,JPY,0.0229,2028-08-14,BRN004,Complete
2024-11-15,DEPOSIT,257012,7132674319,16194.75,USD,0.0405,2028-12-09,BRN008,Complete
2024-11-15,DEPOSIT,905790,2591872409,3922.72,JPY,0.0148,2027-10-09,BRN004,Complete
2024-11-15,DEPOSIT,591327,309520923580,18939.5,USD,0.0371,2029-04-07,BRN009,Complete
2024-11-15,DEPOSIT,946579,383885881172,47728.3,USD,0.031,2029-03-15,BRN007,Complete
2024-11-15,DEPOSIT,496625,5560592507,5701.11,JPY,0.0491,2025-09-01,BRN002,Error
2024-11-15,DEPOSIT,727669,4872642507,223.94,CAD,0.0451,2025-10-06,BRN006,Complete
2024-11-15,DEPOSIT,211955,5217897296,2361.84,USD,0.0264,2027-12-25,BRN007,Complete
2024-11-15,DEPOSIT,521679,351850696636,4634.1,USD,0.032,2029-10-25,BRN006,Complete
2024-11-15,DEPOSIT,266787,384040725189,32544.91,CAD,0.0406,2025-09-20,BRN005,Complete
2024-11-15,DEPOSIT,555004,534378918346,79932.27,USD,0.0125,2027-07-02,BRN004,Complete
2024-11-15,DEPOSIT,414671,908931344152,35173.61,GBP,0.0345,2028-10-31,BRN009,Complete
2024-11-15,DEPOSIT,434200,998755835795,29610.45,GBP,0.0387,2025-07-20,BRN004,Complete
2024-11-15,DEPOSIT,789724,6024149485,6876.38,USD,0.0241,2029-07-18,BRN002,Error
2024-11-15,DEPOSIT,100828,4486582836,1569.58,JPY,0.0258,2026-12-28,BRN009,Complete
2024-11-15,DEPOSIT,585711,676194739921,10350.68,JPY,0.0258,2028-04-18,BRN002,Complete
2024-11-15,DEPOSIT,583006,4065821955,2286.62,USD,0.0417,2025-08-04,BRN002,Complete
2024-11-15,DEPOSIT,272306,392063504779,661.43,JPY,0.0467,2029-09-09,BRN007,Complete
2024-11-15,DEPOSIT,850282,9773445305,24623.29,EUR,0.042,2028-11-26,BRN007,Complete
2024-11-15,DEPOSIT,191363,9793912217,3752.04,USD,0.0215,2027-11-05,BRN007,Complete
2024-11-15,DEPOSIT,275282,6864147215,16510.11,JPY,0.0129,2029-05-04,BRN005,Complete
2024-11-15,DEPOSIT,583584,7486189169,1035.9,JPY,0.0293,2028-02-24,BRN002,Complete
2024-11-15,DEPOSIT,133448,484546766342,1915.46,GBP,0.0376,2027-06-13,BRN002,Error
2024-11-15,DEPOSIT,967842,279752839104,284.05,EUR,0.038,2029-01-17,BRN005,Complete
2024-11-15,DEPOSIT,572071,8210984966,3017.47,USD,0.0162,2027-09-27,BRN007,Complete
2024-11-15,DEPOSIT,483311,8746843927,3332.76,USD,0.0422,2025-08-18,BRN002,Complete
2024-11-15,DEPOSIT,882243,308648820524,23380.36,JPY,0.034,2026-01-10,BRN005,Complete
2024-11-15,DEPOSIT,109834,880237584539,7207.22,CAD,0.0344,2027-05-01,BRN009,Complete
2024-11-15,DEPOSIT,676551,484836305915,393229.39,EUR,0.037,2027-04-17,BRN002,Complete
2024-11-15,DEPOSIT,512582,891497961907,18077.48,EUR,0.0321,2027-04-01,BRN001,Complete
2024-11-15,DEPOSIT,629363,2145181718,4044.36,USD,0.0184,2027-03-05,BRN008,Complete
2024-11-15,DEPOSIT,918606,716402737791,6636.9,EUR,0.0252,2027-12-21,BRN008,Complete
2024-11-15,DEPOSIT,410134,154377682265,437.53,USD,0.0258,2026-08-09,BRN008,Complete
2024-11-15,DEPOSIT,703835,903738112533,5747.35,USD,0.0306,2027-01-10,BRN010,Complete
2024-11-15,DEPOSIT,880039,480091808608,1645.62,USD,0.0452,2025-07-16,BRN001,Complete
2024-11-15,DEPOSIT,950202,747101750107,414.21,USD,0.0453,2029-01-08,BRN010,Complete
2024-11-15,DEPOSIT,295714,387986313171,4788.79,EUR,0.0437,2028-01-21,BRN007,Complete
2024-11-15,DEPOSIT,268870,9909541671,904.07,EUR,0.0118,2027-10-27,BRN010,Complete
2024-11-15,DEPOSIT,927600,801013464981,3996.17,USD,0.0407,2027-05-17,BRN002,Complete
2024-11-15,DEPOSIT,502953,2943989759,3263.76,USD,0.0482,2025-08-18,BRN009,Complete
2024-11-15,DEPOSIT,619708,755329266413,5346.35,JPY,0.0249,2026-03-24,BRN003,Complete
2024-11-15,DEPOSIT,718131,202383190715,10144.08,USD,0.0358,2025-07-20,BRN010,Complete
2024-11-15,DEPOSIT,165358,1254297925,13637.1,USD,0.0367,2027-02-06,BRN004,Complete
2024-11-15,DEPOSIT,937132,706921047342,33590.89,USD,0.0121,2026-04-22,BRN010,Complete
2024-11-15,DEPOSIT,225350,639380714984,25714.41,USD,0.0446,2029-03-26,BRN003,Complete
2024-11-15,DEPOSIT,986694,183074016415,2521.36,USD,0.0165,2029-08-13,BRN004,Complete
2024-11-15,DEPOSIT,528244,1779047443,15829.81,USD,0.0115,2025-12-27,BRN002,Complete
2024-11-15,DEPOSIT,904008,245673596818,11144.76,CAD,0.0186,2028-07-19,BRN006,Complete
2024-11-15,DEPOSIT,584559,697576378614,7537.57,GBP,0.045,2028-06-12,BRN003,Complete
2024-11-15,DEPOSIT,163322,253475127908,1345.96,USD,0.0437,2026-11-04,BRN010,Complete
2024-11-15,DEPOSIT,376029,3840299675,2465.44,EUR,0.0417,2026-05-18,BRN003,Complete
2024-11-15,DEPOSIT,483874,835481188374,2051.46,EUR,0.029,2029-04-22,BRN002,Complete
2024-11-15,DEPOSIT,739496,1921645437,31703.41,CAD,0.0474,2028-10-31,BRN010,Complete
2024-11-15,DEPOSIT,383563,208163796790,1207.8,USD,0.0443,2026-05-07,BRN005,Complete
2024-11-15,DEPOSIT,148764,8898524455,8412.19,EUR,0.0499,2028-08-19,BRN005,Complete
2024-11-15,DEPOSIT,802113,374589272225,32054.13,USD,0.0323,2028-06-18,BRN009,Complete
2024-11-15,DEPOSIT,945285,5879334793,45308.31,JPY,0.0465,2027-01-07,BRN004,Complete
2024-11-15,DEPOSIT,392697,5140880722,4030.64,EUR,0.0412,2029-05-21,BRN010,Complete
2024-11-15,DEPOSIT,334001,466152683286,10487.93,JPY,0.0478,2029-05-13,BRN001,Complete
2024-11-15,DEPOSIT,459597,3545275225,14449.23,USD,0.0469,2028-10-22,BRN003,Error
2024-11-15,DEPOSIT,954119,865357657503,3985.85,USD,0.0231,2026-10-28,BRN004,Complete
2024-11-15,DEPOSIT,965917,819061410794,13220.82,USD,0.0299,2028-01-16,BRN003,Complete
2024-11-15,DEPOSIT,413267,111265778652,1303.36,USD,0.0357,2028-03-22,BRN003,Complete
2024-11-15,DEPOSIT,785226,367743902531,9032.68,CAD,0.0249,2026-08-03,BRN001,Complete
2024-11-15,DEPOSIT,227572,878057812312,60807.87,USD,0.0386,2028-10-09,BRN007,Complete
2024-11-15,DEPOSIT,914757,761607047745,58211.03,CAD,0.0417,2027-07-08,BRN007,Complete
2024-11-15,DEPOSIT,633422,8564220514,1307.67,USD,0.039,2029-07-26,BRN001,Complete
2024-11-15,DEPOSIT,299416,400030596365,3629.19,USD,0.013,2028-01-02,BRN005,Complete
2024-11-15,DEPOSIT,693675,402158978905,4109.15,GBP,0.0458,2028-11-08,BRN006,Complete
2024-11-15,DEPOSIT,355795,279911866388,38346.37,USD,0.0404,2027-11-27,BRN006,Complete
2024-11-15,DEPOSIT,147520,239079890328,10525.03,JPY,0.0151,2027-08-11,BRN008,Complete
2024-11-15,DEPOSIT,252536,830063886015,930.56,USD,0.0231,2026-04-30,BRN002,Complete
2024-11-15,DEPOSIT,308731,9352213904,50948.06,CAD,0.0186,2025-08-06,BRN001,Complete
2024-11-15,DEPOSIT,957111,8527326806,916.2,USD,0.0362,2025-04-11,BRN001,Complete
2024-11-15,DEPOSIT,801726,881743131837,4430.96,USD,0.0499,2028-04-01,BRN006,Complete
2024-11-15,DEPOSIT,387998,3195245136,48827.8,GBP,0.0416,2027-06-19,BRN010,Complete
2024-11-15,DEPOSIT,949430,6229104495,10309.05,CAD,0.0427,2025-07-28,BRN001,Complete
2024-11-15,DEPOSIT,536550,632048613004,5161.26,USD,0.0189,2027-12-31,BRN002,Complete
2024-11-15,DEPOSIT,657685,7253643225,2969.3,EUR,0.0141,2027-06-29,BRN002,Complete
2024-11-15,DEPOSIT,373957,718625172728,1427.04,JPY,0.0317,2027-10-08,BRN004,Complete
2024-11-15,DEPOSIT,597498,496119773703,1635.06,USD,0.0354,2028-10-07,BRN004,Complete
2024-11-15,DEPOSIT,616372,5345130950,726.21,CAD,0.0188,2029-10-09,BRN006,Complete
2024-11-15,DEPOSIT,561803,4630083232,23257.33,EUR,0.0239,2028-05-29,BRN010,Complete
2024-11-15,DEPOSIT,615098,777750037938,6441.64,JPY,0.0499,2026-12-29,BRN006,Complete
2024-11-15,DEPOSIT,632023,8084245278,10580.07,EUR,0.0184,2025-07-28,BRN004,Complete
2024-11-15,DEPOSIT,444937,330932980655,115313.3,USD,0.0272,2029-05-20,BRN001,Complete
2024-11-15,DEPOSIT,673460,4107469217,3215.26,USD,0.0408,2025-03-18,BRN010,Complete
2024-11-15,DEPOSIT,836837,1257804417,2337.24,CAD,0.0227,2029-05-03,BRN010,Complete
2024-11-15,DEPOSIT,846011,720430289271,3457.14,EUR,0.0454,2029-08-01,BRN007,Complete
2024-11-15,DEPOSIT,878096,9390607809,15016.68,USD,0.0361,2029-02-13,BRN008,Complete
2024-11-15,DEPOSIT,545348,4363537592,29520.06,USD,0.0361,2026-04-26,BRN009,Complete
2024-11-15,DEPOSIT,564485,573040576628,16720.75,USD,0.0308,2025-01-12,BRN001,Error
2024-11-15,DEPOSIT,526225,802142560372,32187.18,JPY,0.0475,2028-08-06,BRN010,Error
2024-11-16,DEPOSIT,856961,319296199913,71589.97,EUR,0.0254,2025-10-01,BRN008,Complete
2024-11-16,DEPOSIT,727925,296710478137,50169.04,USD,0.019,2027-09-24,BRN010,Error
2024-11-16,DEPOSIT,348166,2691970619,6161.83,USD,0.0196,2028-06-21,BRN002,Complete
2024-11-16,DEPOSIT,895124,3220325038,8459.86,EUR,0.0448,2028-05-26,BRN002,Complete
2024-11-16,DEPOSIT,889974,1020565834,36158.55,GBP,0.0339,2025-05-21,BRN002,Complete
2024-11-16,DEPOSIT,801458,2218626115,1756.9,EUR,0.0406,2027-06-22,BRN002,Complete
2024-11-16,DEPOSIT,619518,9425991759,1357.75,CAD,0.0337,2028-03-18,BRN008,Complete
2024-11-16,DEPOSIT,394202,1264694337,1110.22,USD,0.0453,2025-02-06,BRN003,Complete
2024-11-16,DEPOSIT,112148,790490422354,1973.61,GBP,0.0478,2026-09-02,BRN002,Complete
2024-11-16,DEPOSIT,462987,7539445922,3356.25,EUR,0.0203,2027-01-18,BRN009,Complete
2024-11-16,DEPOSIT,632701,9253118217,23514.99,USD,0.0279,2029-04-30,BRN006,Complete
2024-11-16,DEPOSIT,986659,5102112674,7552.5,CAD,0.0149,2025-06-14,BRN009,Complete
2024-11-16,DEPOSIT,366982,684943283559,16515.63,EUR,0.0364,2028-09-27,BRN005,Complete
2024-11-16,DEPOSIT,679461,918487826066,5554.98,JPY,0.0261,2028-07-06,BRN007,Complete
2024-11-16,DEPOSIT,659147,586171972272,10846.34,USD,0.0497,2025-03-08,BRN005,Complete
2024-11-16,DEPOSIT,593131,2291943319,290.93,USD,0.0397,2026-03-09,BRN009,Complete
2024-11-16,DEPOSIT,825967,8340780148,4622.67,USD,0.0199,2027-04-24,BRN005,Complete
2024-11-16,DEPOSIT,575296,1394895999,50657.34,USD,0.0443,2025-01-22,BRN003,Complete
2024-11-16,DEPOSIT,555403,352466857014,74720.51,USD,0.0171,2025-09-15,BRN009,Complete
2024-11-16,DEPOSIT,764952,7501982144,18333.14,USD,0.0294,2025-11-19,BRN001,Error
2024-11-16,DEPOSIT,329323,3744337364,45487.22,USD,0.0355,2025-08-15,BRN006,Complete
2024-11-16,DEPOSIT,526871,561032149793,14490.03,JPY,0.0332,2027-04-30,BRN003,Complete
2024-11-16,DEPOSIT,646721,375579602545,28526.14,EUR,0.0457,2025-10-03,BRN007,Complete
2024-11-16,DEPOSIT,310526,555865886875,2753.35,USD,0.031,2025-02-16,BRN006,Complete
2024-11-16,DEPOSIT,445003,557801981890,19429.2,USD,0.0434,2028-10-20,BRN008,Complete
2024-11-16,DEPOSIT,424612,568099368332,5986.45,USD,0.0178,2025-06-16,BRN001,Complete
2024-11-16,DEPOSIT,982758,188561659339,20366.35,USD,0.0342,2029-05-27,BRN004,Complete
2024-11-16,DEPOSIT,200455,849913267747,716.32,USD,0.0226,2026-08-02,BRN010,Complete
2024-11-16,DEPOSIT,452311,2359729023,21243.57,EUR,0.0317,2025-10-05,BRN002,Complete
2024-11-16,DEPOSIT,961490,9211730018,44345.84,USD,0.0428,2025-03-11,BRN001,Complete
2024-11-16,DEPOSIT,944271,4999049192,4937.29,CAD,0.0465,2025-10-22,BRN007,Complete
2024-11-16,DEPOSIT,291657,856915523998,12150.0,USD,0.0447,2029-07-01,BRN009,Complete
2024-11-16,DEPOSIT,822060,9129050017,2728.3,USD,0.0164,2026-12-11,BRN009,Complete
2024-11-16,DEPOSIT,333505,2706088251,18708.3,USD,0.0284,2028-05-20,BRN002,Complete
2024-11-16,DEPOSIT,367619,4933637016,14997.27,USD,0.0419,2025-05-16,BRN003,Complete
2024-11-16,DEPOSIT,561826,7260942769,114658.33,JPY,0.0345,2028-03-26,BRN005,Complete
2024-11-16,DEPOSIT,428009,1947553099,572.87,EUR,0.0268,2025-01-12,BRN002,Complete
2024-11-16,DEPOSIT,460185,1637126550,4962.44,CAD,0.0199,2028-05-31,BRN008,Complete
2024-11-16,DEPOSIT,992522,1409510658,3227.36,USD,0.0369,2026-05-16,BRN001,Complete
2024-11-16,DEPOSIT,509186,646109051991,2315.52,CAD,0.0187,2028-06-13,BRN003,Complete
2024-11-16,DEPOSIT,363813,1899687524,529.45,EUR,0.0475,2029-11-04,BRN009,Complete
2024-11-16,DEPOSIT,998348,918742455619,6509.65,EUR,0.0245,2025-01-09,BRN002,Complete
2024-11-16,DEPOSIT,419620,2375806975,6676.92,USD,0.0302,2027-10-24,BRN006,Complete
2024-11-16,DEPOSIT,495522,9293017859,393.61,USD,0.0475,2029-06-19,BRN010,Complete
2024-11-16,DEPOSIT,920499,4235479403,2088.85,USD,0.0188,2025-11-12,BRN010,Complete
2024-11-17,DEPOSIT,623918,462054372429,8462.4,USD,0.0143,2028-04-01,BRN001,Complete
2024-11-17,DEPOSIT,123150,240422612373,462.93,USD,0.049,2028-06-26,BRN005,Complete
2024-11-17,DEPOSIT,156880,6390130965,12955.63,GBP,0.0137,2028-11-23,BRN006,Complete
2024-11-17,DEPOSIT,937023,4346656582,79809.73,USD,0.0328,2025-10-03,BRN009,Complete
2024-11-17,DEPOSIT,326002,910466814736,29189.49,JPY,0.0291,2025-05-17,BRN006,Complete
2024-11-17,DEPOSIT,277379,2122052538,22902.56,CAD,0.0437,2028-11-19,BRN005,Complete
2024-11-17,DEPOSIT,415283,631409354365,153.22,USD,0.0289,2027-12-07,BRN003,Error
2024-11-17,DEPOSIT,170749,5884363527,42629.53,USD,0.0414,2025-02-02,BRN001,Complete
2024-11-17,DEPOSIT,562739,672622242516,1773.05,USD,0.0481,2025-01-07,BRN002,Complete
2024-11-17,DEPOSIT,510171,9300304459,36388.62,CAD,0.0357,2028-09-30,BRN010,Complete
2024-11-17,DEPOSIT,489217,8178621250,12795.53,GBP,0.0335,2029-03-21,BRN009,Complete
2024-11-17,DEPOSIT,165259,3578353286,2268.52,CAD,0.0176,2025-12-05,BRN002,Complete
2024-11-17,DEPOSIT,530633,9769229798,26529.63,CAD,0.0421,2029-02-16,BRN007,Complete
2024-11-17,DEPOSIT,101686,3167359198,50847.5,JPY,0.0417,2027-02-21,BRN003,Complete
2024-11-17,DEPOSIT,682056,8327304655,11794.15,USD,0.042,2026-02-03,BRN010,Complete
2024-11-17,DEPOSIT,512232,9885595433,143677.83,EUR,0.0253,2027-02-13,BRN006,Complete
2024-11-17,DEPOSIT,446285,119993584133,8645.42,USD,0.0145,2029-08-11,BRN006,Complete
2024-11-17,DEPOSIT,150800,360618072050,9426.68,USD,0.0114,2027-01-30,BRN009,Complete
2024-11-17,DEPOSIT,640545,160393112738,14215.59,USD,0.0483,2026-07-01,BRN004,Complete
2024-11-17,DEPOSIT,868761,2229616174,4615.1,USD,0.0315,2026-10-25,BRN008,Complete
2024-11-17,DEPOSIT,100762,162211922035,1465.43,GBP,0.0473,2028-03-19,BRN009,Complete
2024-11-17,DEPOSIT,326830,5485379793,2996.06,USD,0.0349,2026-11-23,BRN006,Complete
2024-11-17,DEPOSIT,743018,5932113921,19720.65,JPY,0.0307,2027-06-06,BRN004,Complete
2024-11-17,DEPOSIT,539224,812383635048,2648.99,CAD,0.0302,2028-01-11,BRN006,Complete
2024-11-17,DEPOSIT,608685,906698556295,7821.02,JPY,0.0483,2027-03-14,BRN010,Complete
2024-11-17,DEPOSIT,178599,6604848266,4949.2,USD,0.0119,2025-02-23,BRN002,Complete
2024-11-17,DEPOSIT,675466,561166088685,7732.53,USD,0.0348,2028-01-20,BRN004,Complete
2024-11-17,DEPOSIT,897515,5740690792,599.87,USD,0.0258,2029-10-17,BRN008,Complete
2024-11-17,DEPOSIT,144934,5904033743,4316.61,GBP,0.0162,2027-07-13,BRN003,Complete
2024-11-17,DEPOSIT,364770,5294476205,9110.54,JPY,0.0288,2029-10-14,BRN005,Complete
2024-11-17,DEPOSIT,153145,474606856542,10605.39,USD,0.0493,2028-01-17,BRN010,Complete
2024-11-17,DEPOSIT,483746,5674278031,9008.69,JPY,0.0476,2028-06-12,BRN001,Complete
2024-11-17,DEPOSIT,261923,8778000917,4096.64,USD,0.0151,2029-09-30,BRN010,Complete
2024-11-17,DEPOSIT,182872,928100065693,4610.05,USD,0.047,2028-04-30,BRN007,Complete
2024-11-17,DEPOSIT,910719,888345949948,14917.57,GBP,0.0478,2027-05-07,BRN010,Complete
2024-11-17,DEPOSIT,114722,435670238862,88463.38,JPY,0.0128,2028-11-26,BRN004,Complete
2024-11-17,DEPOSIT,495911,1692934084,39600.1,USD,0.0155,2026-08-18,BRN009,Complete
2024-11-17,DEPOSIT,808023,271167901592,5020.59,USD,0.0312,2025-03-13,BRN008,Complete
2024-11-17,DEPOSIT,604421,544757718538,6695.7,JPY,0.0274,2027-01-29,BRN008,Complete
2024-11-17,DEPOSIT,999885,5921247093,14508.55,USD,0.0285,2027-04-11,BRN007,Complete
2024-11-17,DEPOSIT,945008,4715846869,1577.77,JPY,0.0321,2028-03-27,BRN002,Complete
2024-11-17,DEPOSIT,305741,169614471839,11875.24,EUR,0.0403,2025-02-26,BRN002,Complete
2024-11-17,DEPOSIT,530656,439779421213,5052.15,GBP,0.016,2027-05-05,BRN008,Complete
2024-11-17,DEPOSIT,698873,7990296141,3508.94,EUR,0.0122,2026-12-22,BRN003,Complete
2024-11-17,DEPOSIT,306386,691767087269,4293.94,USD,0.0319,2025-04-21,BRN009,Complete
2024-11-17,DEPOSIT,625143,530831069576,2316.69,USD,0.0492,2029-09-29,BRN002,Complete
2024-11-17,DEPOSIT,704845,732253162623,1972.64,USD,0.0258,2028-09-08,BRN001,Complete
2024-11-17,DEPOSIT,662976,4764489850,13517.15,USD,0.0125,2028-05-08,BRN010,Complete
2024-11-17,DEPOSIT,863071,6728080795,1400.97,USD,0.0178,2029-09-04,BRN007,Complete
2024-11-17,DEPOSIT,615481,3884802718,7085.55,USD,0.0124,2026-01-10,BRN001,Complete
2024-11-17,DEPOSIT,113054,2547664670,16825.81,JPY,0.0224,2027-08-06,BRN008,Complete
2024-11-17,DEPOSIT,253841,2534431364,46146.53,EUR,0.0158,2028-02-12,BRN006,Complete
2024-11-17,DEPOSIT,248298,3525980353,670.39,CAD,0.0128,2026-08-16,BRN007,Complete
2024-11-17,DEPOSIT,701794,320829849330,8638.21,GBP,0.045,2025-10-14,BRN002,Complete
2024-11-17,DEPOSIT,298213,526886447020,12284.22,EUR,0.0135,2026-10-19,BRN002,Complete
2024-11-17,DEPOSIT,649630,844130901589,32087.16,EUR,0.0303,2026-07-20,BRN001,Complete
